"# of Fireplaces","Address - City","Address - Street Complete","Address - Zip Code","Architectural Style","Bedrooms And Possible Bedrooms","Close Date","Close Price","Cooling","DOM","Exterior Features","Fireplace Features","Full Bathrooms","Garage Spaces","Heating","Levels","List Price","Listing Date","Listing Number","Lot Size - Acres","Lot Size - Sq Ft","On Market Date","Original Price","Parking Features","Partial Bathrooms","Patio And Porch Features","Pending Date","Pool","Pool Features","Property Type","Public Remarks","Square Footage","Status","Subdivision","Year Built Details"
"2","Grass Valley","15583 Auburn Rd","95949","","3 (4)","","0.00","Ceiling Fan(s),Central","12","","Insert,Living Room,Master Bedroom,Gas Log","2","2","Propane,Central,Fireplace(s)","","749000.00","05/13/25","225061200","2.7100","118048","05/13/25","749000.00","RV Possible,Detached,Garage Door Opener","0","Uncovered Deck","","No","","Residential","Welcome home to this peaceful retreat, nestled on 2.7 private, tree-lined acres with serene views of tranquil ponds and natural beauty. First time on the market, this charming  custom built single-story home offers 3-4 bedrooms, 2 full bathrooms & just over 2,200 square feet of comfortable living space. The beautifully updated kitchen features stylish finishes, ample cabinet space, & modern appliances, perfect for both everyday living & entertaining. Lots of windows throughout the home fill it w/ natural light, creating a bright & airy feel. The spacious family room features vaulted ceilings & a cozy gas fireplace, complemented by newer interior paint. The primary suite features a fireplace, smooth imperfect walls & an updated en-suite bathroom w/ heated floors, dual sinks, large shower & two closets. A spacious bonus room or optional 4th bedroom provides space for a media room, home office or guest quarters. Step onto the peaceful backyard deck where you can unwind and take in the serene pond views & the soothing sounds of nature-an ideal escape from the rush of daily life. Additional upgrades include a brand-new roof (May 2025), newer water heater, engineered wood flooring & an oversized detached garage. Located just 10 minutes from downtown Grass Valley and easy Hwy 49 access.","2224","Active","","1996"
"1","Grass Valley","10352 Mountain Lion Ln","95949","Ranch","3","","0.00","Ceiling Fan(s),Central","12","","Family Room","3","2","Propane,Central","One","575000.00","05/13/25","225061773","1.2500","54450","05/13/25","575000.00","Attached,Garage Door Opener","0","Front Porch,Back Porch,Uncovered Deck","","No","","Residential","Enjoy Nature in this Beautifully Updated home with Vaulted Ceilings, skylights and Open Beams. The Island Kitchen is high end, spacious, and has a walk-in Panty and Dining Area. It's a great space to entertain.   The home has a wonderful warmth about it and lots of light. With 2 Master Bedrooms and 3 baths, including 1 with a luxurious soaking tub, this is surely a home you will fall in love with.","1783","Active","","1978"
"1","Grass Valley","18644 River Ranch Rd","95949","","2","","0.00","Central,Ductless,See Remarks","12","","Living Room,Wood Stove","2","0","Central,See Remarks","One","349900.00","05/13/25","225061868","4.3700","190357","05/13/25","370000.00","No Garage,Boat Storage,RV Access,RV Storage,Uncovered Parking Spaces 2+,Other","0","Front Porch","","No","","Residential","Wide open space! New insulation throughout house, new water heater, New Mini split heat and ac, new plumbing, new Romex, electrical, electrical boxes,5 year old roof, new siding, new water well pump.  Unlimited parking! Second home  site is prepped with a house pad with power pole water and septic! Septic was recently pumped without issues.","1488","Active","","1974"
"1","North San Juan","10311 school st","95960","","1","","0.00","Window Unit(s)","11","","Wood Stove","1","0","Fireplace(s),Other","One","375000.00","05/14/25","225062225","11.1500","485694","05/14/25","375000.00","Uncovered Parking Spaces 2+,See Remarks","0","","","No","","Residential","Beautiful country property!  Cute and cozy updated miners cabin on amazing and useable acreage.  Property sits on a very private setting close to Bullards Bar Lake and Yuba River swim holes.  The well on this property is a high producer.  Separate street entrance for future ADU on the other side of the property.  Seasonal Stream with large beautiful cedar trees scattered throughout the property. Fruit trees and veggie garden onsite.  Multiple tent platforms, and an outdoor kitchen create the perfect canvas to create your short term rental unit or hip camp.  Separate office with beautiful wood interior close to main house.","730","Active","","1955"
"0","Grass Valley","10286 Sugar Pine Ct","95949","Ranch","3","","0.00","Ceiling Fan(s),Central","11","","","2","3","Propane,Central,Propane Stove","One","529000.00","05/12/25","225050711","0.5000","21780","05/14/25","549000.00","RV Possible,Garage Door Opener,Guest Parking Available,Interior Access","0","Front Porch,Uncovered Deck","","No","","Residential","WOULD YOU PREFER A MOVE-IN READY GEM? This is it! Be sure to view the virtual media! The home has been updated quite nicely including hardwood flooring throughout, dual pane windows, kitchen cabinets, quartz countertops, appliances, lighting, window treatments and free standing gas stove in living room. Bathrooms have been updated as well. Spacious bedrooms! 90% Energy efficient central heating. Central air conditioning. September 2024 a new 50 year roof and covered gutters!  Three car garage and storage shed. Front redwood deck and newer redwood decking/fencing in backyard. Nestled on a lovely, treed half acre. Nice neighborhood. Be sure to view the virtual media! Terrific value! See for yourself, you will not be disappointed!!!","1682","Active","Overbrook Hills","1965"
"0","North San Juan","29658 State Highway 49","95960","Ranch,Farmhouse","3","","0.00","See Remarks","10","","","1","0","Propane Stove","Two","450000.00","05/13/25","225062657","17.1100","745312","05/15/25","450000.00","No Garage,Uncovered Parking Spaces 2+","0","Front Porch,Covered Deck,Wrap Around Porch","","No","","Residential","This charming 1926 farmhouse on 17 beautiful acres is waiting for you! This 3-bedroom home blends vintage charm with modern updates, featuring wood floors, classic wrap-around porches, and a detached laundry house. All bedrooms are on the main floor and the entire upstairs is a loft that can potentially be split into 2 additional rooms. Relax on the side porch with peaceful views of open fields, a quiet pond, and fresh mountain air. Located right off scenic Highway 49 at the entrance of historic North San Juan, the property also includes a large 60' x 60' barn and spring-fed soil perfect for gardening, animals, or starting your own homestead. The land is fully fenced and full of potential!  All appliances in the home are included. New water pump recently added with 10 year warranty!","1800","Active","","1926"
"0","Grass Valley","13615 Mccourtney Rd","95949","Bungalow,Ranch,Rustic","2","","0.00","Window Unit(s)","11","","","2","0","Propane","One","3000000.00","05/14/25","225062697","63.3400","2759090","05/14/25","3000000.00","No Garage,Covered,RV Possible,Detached,Uncovered Parking Spaces 2+,See Remarks","2","","","No","","Residential","Steeped in equestrian history and brimming with potential, this renowned property is a once-in-a-lifetime offering. Spanning 63.34 acres across six parcels, this legendary ranch has produced prize-winning cattle and racehorses. This well-equipped property features: &#10004; 60 stalls, multiple barns, and miscellaneous structures; &#10004; 1/2-mile racetrack, outdoor arena, and a covered indoor arena; &#10004; 27.57 acres of irrigated pasture plus additional pastureland; &#10004; A serene 4.26-acre parcel with a private lake, plus three ponds throughout; &#10004; NID water rights and ample irrigation infrastructure; &#10004; Newly permitted staff quarters & large shop; &#10004; Multiple road frontages and separate ingress/egress points for flexibility. Previously operated as a boarding, training, and lay-up facility. Whether you envision an elite breeding and training center, an equine retirement sanctuary, a boutique winery, or a family compound, this property provides unmatched potential and natural beauty.  A rare blend of productive pasture, water resources, and historic charm. Don't miss this rare opporunity.","1188","Active","","2022"
"1","Penn Valley","13901 Lake Wildwood Dr","95946","Other","3","","0.00","Ceiling Fan(s),Central","10","","Brick","2","2","Central","One","459900.00","05/14/25","225062660","0.3000","13068","05/15/25","459900.00","Garage Facing Front","0","","","No","","Residential","This Lake Wildwood home has all the updates today's buyers are looking for! With 3 bedrooms, 2 baths, and nearly 2,000 sq ft of living space, it's been freshly upgraded inside and out. You'll love the brand-new flooring, updated baseboards, fresh interior and exterior paint, and stylish new light fixtures throughoutit's truly move-in ready. The roof and HVAC are only a couple of years old, so big-ticket items are already taken care of. There's even a peek-a-boo lake view and the home sits right across from a super cute park by the waterperfect for morning walks, weekend playtime, or just soaking in the scenery. All of this in Lake Wildwood, a private gated community with 24/7 security, a gorgeous lake, golf course, marina, tennis, clubhouse, and more. Whether you're upsizing, downsizing, or just want that resort-style life, this one's a must-see!","1982","Active","","1988"
"1","Nevada City","12900 Madrone Forest Dr","95959","","3","","0.00","Central","10","","Living Room","2","2","Central","","650000.00","05/15/25","225062808","1.0000","43560","05/15/25","650000.00","RV Possible,Garage Facing Front,Interior Access","0","","","No","","Residential","Must see newer style 3 bedroom 2 bath home. Built in 2000, this home is sure to impress those looking for modern amenities with many upscale updates throughout. Great location that feels private but isn't far from town and is walking distance to miles of trails for biking/jogging/walking. In just under 2,000 square feet on a full flat acre, the floor plan provides open concept living, cooking, dining and entertaining space, separate from the bedroom wing, including a large master with walk-in closet and en suite bath that is fully remodeled. Beautiful kitchen, high ceilings, lovely fireplace, interior laundry room, direct access to the finished extra deep/extra wide garage and a very convenient location. Don't miss this very special home.","1980","Active","","2000"
"1","Grass Valley","17657 Crest Rd","95949","","3","","0.00","Wall Unit(s)","10","","Living Room","2","2","Fireplace(s)","One","849900.00","05/14/25","225062247","12.5600","547114","05/15/25","849900.00","Attached,RV Garage Detached,Detached,Garage Facing Front","0","","","No","","Residential","Private Country Retreat with Two Homes, Barn, Ponds & Year-Round Creek    This unique, fully fenced property blends privacy, versatility, and self-sufficiency. Situated at the end of a paved road with a roundabout driveway, it features two homes, multiple outbuildings, and a serene natural landscape complete with a year-round creek, three ponds, and NID water storage.    The main house offers an attached garage with extra laundry hookups, a cozy canning room with a bay window, and a studio beneath the homeperfect for storage, a workshop, or a private retreat. The second home includes a spacious wooden shed/workshop with electricity, ideal for rental income or multi-generational living.    Additional highlights include a large powered barn/workshop, a small wooden work shed near the secondary house, and a rich variety of fruit and nut trees, grapevines, and mature shade trees. The property is solar-equipped, cattle-ready, and conveniently located just a short drive to both Grass Valley and Auburn.    Whether you're seeking a private escape, income potential, or a working homesteadthis rare property offers it all.","1691","Active","Mustang Vly","1978"
"1","Penn Valley","11391 Sandpiper Way","95946","Traditional","3","","0.00","Ceiling Fan(s),Central","9","","Living Room,Gas Log,Gas Piped","2","2","Propane,Central","One","439500.00","05/12/25","225062917","0.3300","14375","05/16/25","439500.00","Attached","0","Uncovered Deck","","No","","Residential","Cute As A Bug With Great Curb Appeal On A Quiet Street Near The Golf Course. Single Story ~ Fresh Interior Paint ~ New Carpet ~ Crown Moldings ~ Beautiful Propane Fireplace ~ Window Coverings ~ Open Floorplan ~ Nice Size Living & Dining Area ~ Shaker Style Cabinets In Kitchen ~ Granite Breakfast Bar. Generous Sized Primary Bedroom With Access To The Fenced Yard. Very Private Backyard With Many Gorgeous Evergreen Trees ~ Great Fenced Play Area For Kids Or Pets...Easy Living! Lake Wildwood Is A Beautiful All-Age Gated Community In The Sierra Foothills With A Beautiful 18 Hole Golf Course ~ 320 Ac.Lake ~ Water-ski ~ Fishing ~ Pickleball ~ Tennis ~ Bocce ~ Upscale Clubhouse ~ Dining & 19th Hole + Tons Of Clubs! Approximately 1 Hour To Sacramento..Truckee or Tahoe!","1556","Active","Lake Wildwood","1984"
